user_id,username,followers,comments,posts
1001,Ian,0,0,0
1002,Isaac,0,0,0
1003,Isaac,0,0,0
1004,Isabella,0,0,0
1005,Isaiah,0,0,0
1006,Jack,0,0,0
1007,Jacob,0,0,0
1008,Jacob,0,0,0
1009,Jacob,0,0,0
1010,Jacob,0,0,0
1011,Jacob,0,0,0
1012,Jacob,0,0,0
1013,Jacob,0,0,0
1014,Jacob,0,0,0
1015,Jacqueline,0,0,0
1016,Jacqueline,0,0,0
1017,Jacqueline,0,0,0
1018,Jacqueline,0,0,0
1019,Jacqueline,0,0,0
1020,Jacqueline,0,0,0
1021,Jake,0,0,0
1022,Jake,0,0,0
1023,James,0,0,0
1024,James,0,0,0
1025,James,0,0,0
1026,James,0,0,0
1027,James,0,0,0
1028,James,0,0,0
1029,James,0,0,0
1030,James,0,0,0
1031,James,0,0,0
1032,James,0,0,0
1033,James,0,0,0
1034,James,0,0,0
1035,James,0,0,0
1036,James,0,0,0
1037,James,0,0,0
1038,James,0,0,0
1039,James,0,0,0
1040,James,0,0,0
1041,James,0,0,0
1042,James,0,0,0
1043,James,0,0,0
1044,James,0,0,0
1045,James,0,0,0
1046,James,0,0,0
1047,James,0,0,0
1048,James,0,0,0
1049,James,0,0,0
1050,James,0,0,0
1051,James,0,0,0
1052,James,0,0,0
1053,James,0,0,0
1054,James,0,0,0
1055,James,0,0,0
1056,James,0,0,0
1057,James,0,0,0
1058,James,0,0,0
1059,James,0,0,0
1060,James,0,0,0
1061,James,0,0,0
1062,James,0,0,0
1063,James,0,0,0
1064,Jamie,0,0,0
1065,Jamie,0,0,0
1066,Jamie,0,0,0
1067,Jamie,0,0,0
1068,Jamie,0,0,0
1069,Jamie,0,0,0
1070,Jamie,0,0,0
1071,Janet,0,0,0
1072,Janet,0,0,0
1073,Janice,0,0,0
1074,Janice,0,0,0
1075,Jared,0,0,0
1076,Jared,0,0,0
1077,Jared,0,0,0
1078,Jasmine,0,0,0
1079,Jasmine,0,0,0
1080,Jason,0,0,0
1081,Jason,0,0,0
1082,Jason,0,0,0
1083,Jason,0,0,0
1084,Jason,0,0,0
1085,Jason,0,0,0
1086,Jason,0,0,0
1087,Jason,0,0,0
1088,Jason,0,0,0
1089,Jason,0,0,0
1090,Jason,0,0,0
1091,Jason,0,0,0
1092,Jean,0,0,0
1093,Jean,0,0,0
1094,Jean,0,0,0
1095,Jean,0,0,0
1096,Jean,0,0,0
1097,Jeanne,0,0,0
1098,Jeff,0,0,0
1099,Jeff,0,0,0
1100,Jeffery,0,0,0
1101,Jeffery,0,0,0
1102,Jeffery,0,0,0
1103,Jeffrey,0,0,0
1104,Jeffrey,0,0,0
1105,Jeffrey,0,0,0
1106,Jeffrey,0,0,0
1107,Jeffrey,0,0,0
1108,Jeffrey,0,0,0
1109,Jeffrey,0,0,0
1110,Jeffrey,0,0,0
1111,Jeffrey,0,0,0
1112,Jeffrey,0,0,0
1113,Jeffrey,0,0,0
1114,Jeffrey,0,0,0
